2025-09-10 13:39:04 | RedHeart.MainUnified | INFO | 🖥️ 사용 디바이스: cuda
2025-09-10 13:39:04 | RedHeart.MainUnified | INFO |    GPU: NVIDIA GeForce RTX 2070 SUPER
2025-09-10 13:39:04 | RedHeart.MainUnified | INFO |    VRAM: 8.0GB
2025-09-10 13:39:04 | RedHeart.MainUnified | INFO | 🔄 Claude API 모드 감지 - 독립 워크플로우로 전환...
2025-09-10 13:39:04 | RedHeart.MainUnified | INFO | 📌 REDHEART_CLAUDE_MODE 환경변수 설정 - 로컬 LLM 엔진 비활성화
2025-09-10 13:39:04 | RedHeart.MainUnified | INFO | 📌 전역 모듈 사전 초기화 중...
2025-09-10 13:39:04 | local_translator | INFO | LocalTranslator 생성 - lazy loading 모드
2025-09-10 13:39:04 | RedHeart.Config | INFO | 🔥 register_system_module 호출: module_id=translator, instance_type=<class 'local_translator.LocalTranslator'>, config_section=None
2025-09-10 13:39:04 | RedHeart.Config | INFO | 🔥 모듈 인스턴스 등록 (config_section 없음): translator -> <class 'local_translator.LocalTranslator'>
2025-09-10 13:39:04 | RedHeart.MainUnified | INFO |    ✅ 번역기 전역 등록 완료
2025-09-10 13:39:04 | RedHeart.MainUnified | INFO | 📌 Claude Inference 직접 실행: text=AI 윤리적 문제 해결, epoch=50, debug=True
2025-09-10 13:39:04 | ClaudeInference | INFO | ======================================================================
2025-09-10 13:39:04 | ClaudeInference | INFO | 🚀 Claude API 독립 추론 시스템 초기화
2025-09-10 13:39:04 | ClaudeInference | INFO | ======================================================================
2025-09-10 13:39:04 | ClaudeInference | INFO | 📌 에폭: 50
2025-09-10 13:39:04 | ClaudeInference | INFO | 📌 디바이스: cuda
2025-09-10 13:39:04 | ClaudeInference | INFO | 📌 디버그 모드: True
2025-09-10 13:39:04 | ClaudeInference | INFO | 
📦 Phase 1: UnifiedModel 로드...
2025-09-10 13:39:07 | sentence_transformer_singleton | INFO | SentenceTransformerManager 초기화 완료 (Subprocess Server 기반)
2025-09-10 13:39:07 | training.enhanced_checkpoint_manager | INFO |   - 기존 메타데이터 로드: 30개 체크포인트
2025-09-10 13:39:07 | training.enhanced_checkpoint_manager | INFO | ✅ Enhanced CheckpointManager 초기화
2025-09-10 13:39:07 | training.enhanced_checkpoint_manager | INFO |   - 저장 디렉토리: training/checkpoints_final
2025-09-10 13:39:07 | training.enhanced_checkpoint_manager | INFO |   - 최대 체크포인트: 30개
2025-09-10 13:39:07 | training.enhanced_checkpoint_manager | INFO |   - 저장 간격: 1 에폭마다
2025-09-10 13:39:08 | unified_backbone | INFO | 백본 총 파라미터: 90,624,132 (90.62M)
2025-09-10 13:39:08 | unified_backbone | INFO | 학습 가능 파라미터: 90,624,132 (90.62M)
2025-09-10 13:39:08 | unified_heads | INFO | 감정 헤드 파라미터: 17,254,583 (17.25M)
2025-09-10 13:39:08 | unified_heads | INFO | 벤담 헤드 파라미터: 13,871,919 (13.87M)
2025-09-10 13:39:08 | unified_heads | INFO | 후회 헤드 파라미터: 19,897,161 (19.90M)
2025-09-10 13:39:08 | unified_heads | INFO | SURD 헤드 파라미터: 12,025,739 (12.03M)
2025-09-10 13:39:09 | analyzer_neural_modules | INFO | NeuralEmotionAnalyzer 초기화: 122,595,407 파라미터
2025-09-10 13:39:10 | analyzer_neural_modules | INFO | NeuralBenthamCalculator 초기화: 78,281,602 파라미터
2025-09-10 13:39:11 | analyzer_neural_modules | INFO | NeuralRegretAnalyzer 초기화: 153,872,666 파라미터
2025-09-10 13:39:11 | analyzer_neural_modules | INFO | NeuralSURDAnalyzer 초기화: 13,473,032 파라미터
2025-09-10 13:39:11 | analyzer_neural_modules | INFO | 전체 신경망 분석기 파라미터: 368,222,707 (368.2M)
2025-09-10 13:39:12 | emotion_dsp_simulator | INFO | EmotionDSPSimulator 초기화 완료 (~14M 파라미터)
2025-09-10 13:39:12 | ClaudeInference | INFO |    체크포인트 로드: training/checkpoints_final/checkpoint_epoch_0050_lr_0.000009_20250827_154403.pt
2025-09-10 13:39:39 | ClaudeInference | INFO |    ✅ UnifiedModel 로드 완료
2025-09-10 13:39:39 | ClaudeInference | INFO |    - Epoch: 50
2025-09-10 13:39:39 | ClaudeInference | INFO |    - LR: 9.261697283911905e-06
2025-09-10 13:39:39 | ClaudeInference | INFO | 
📦 Phase 2: 번역기 로드...
2025-09-10 13:39:39 | ClaudeInference | INFO |    ⚠️ Claude 모드 - 번역기 로드 스킵 (Claude API 다국어 지원)
2025-09-10 13:39:39 | ClaudeInference | INFO | 
📦 Phase 3: Neural Analyzers 로드...
2025-09-10 13:39:40 | analyzer_neural_modules | INFO | NeuralEmotionAnalyzer 초기화: 122,595,407 파라미터
